RID,Location,Latitude,Longitude,Avgpassengersperday,Nooftrainspassing,Nooftrainsstopping,Noofplatforms,Nooftracks,Trainhaltingtime,Avgtrainspeed,Averageaccidentspermonth,population,PhysicalEnvironment,DateTime,admin_found,Label
10.42.0.211-10.42.0.1-31678-53-17,Zhongyuanlu,35.7685,115.0613,650,12,35,2,8,8,1.9,13,,Station,08-11-22 16:33,Mid Night,1
10.42.0.211-104.79.152.104-44339-443-6,Longzhouwan,29.3786,106.54,854,43,85,3,4,10,1.8,1,,Platform,08-11-22 16:34,Evening,0
10.42.0.42-119.146.74.32-33685-443-6,Hongqi,47.318,130.2679,6389,20,78,5,5,5,1.5,4,,Lineside,08-11-22 16:40,Mid Night,1
180.163.255.159-10.42.0.211-443-58102-6,Bukui,47.355,123.9517,5870,53,57,6,6,6,1.8,10,,Road,08-11-22 16:44,Mid Night,0
172.217.7.164-10.42.0.211-443-60007-6,Xinƒ??an,44.5803,129.6257,8950,80,12,8,8,8,1.9,15,,Other,08-11-22 16:55,Evening,1
162.208.22.39-10.42.0.211-443-54148-6,Yangjiaping,29.5051,106.5013,6354,65,16,4,9,9,1.2,13,,Footbridge,08-11-22 16:59,Mid Night,1
10.42.0.151-10.42.0.1-21785-53-17,Dingping,30.3386,106.927,8450,42,75,5,10,2,1.9,18,,Platform,08-11-22 17:08,Mid Night,0
10.42.0.151-103.7.30.118-43811-80-6,Suishan,29.6083,103.486,9560,80,42,6,4,4,1.4,22,,Road,08-11-22 17:11,Evening,1
10.42.0.211-10.42.0.1-20986-53-17,Xinshancun,29.486,106.4786,8500,70,35,8,2,5,1.6,28,,Bride,08-11-22 17:14,Mid Night,0
180.163.255.159-10.42.0.211-80-54114-6,Liucheng,30.7,103.8377,4800,70,45,9,10,8,1.8,36,,Escalator,08-11-22 17:27,Mid Night,0
140.205.230.8-10.42.0.211-80-39949-6,Shuimogou,43.8286,87.6382,6215,32,12,10,5,3,1.7,25,,Stairs,08-11-22 17:28,Evening,1
203.205.158.62-10.42.0.211-80-36799-6,Nanhang,47.3147,123.948,8050,65,15,4,8,9,1.3,18,,Pedestrain,08-11-22 17:37,Mid Night,1
172.217.11.42-10.42.0.151-443-42307-6,Xingfeng,39.7297,116.3366,9800,58,16,2,4,2,1.2,96,,Footbridge,08-11-22 17:37,Morning,0
172.217.3.110-10.42.0.151-443-46220-6,Shouxihu,32.4209,119.4044,8560,98,74,10,5,3,1.6,18,,Platform,08-11-22 17:38,Evening,1
175.100.207.233-10.42.0.151-80-58071-6,Dongcheng,28.6473,121.2711,3680,84,15,5,8,2,1.9,18,,Road,08-11-22 17:41,Mid Night,0
216.58.219.234-10.42.0.151-443-45394-6,Hunjiang,41.9346,126.4143,7890,52,13,8,7,4,1.8,18,,Bride,08-11-22 17:44,Evening,1
10.42.0.151-125.56.234.135-33424-443-6,Xiaoshan,30.1675,120.2588,8520,75,18,4,5,5,1.5,39,,Escalator,08-11-22 17:46,Mid Night,0
219.142.78.162-10.42.0.211-80-41494-6,Enjiang,27.3218,115.4292,862,68,10,5,6,6,1.8,14,,Stairs,08-11-22 17:50,Evening,1
203.90.242.126-10.42.0.211-80-32839-6,Shuangzhong,29.743,116.2243,950,42,16,8,4,7,1.9,19,,Pedestrain,08-11-22 17:54,Mid Night,0
140.205.140.87-10.42.0.42-443-49970-6,Longhua,47.3385,123.9792,1200,52,80,7,5,2,1.2,17,,Station,08-11-22 18:00,Mid Night,0
180.163.255.159-10.42.0.42-443-58586-6,Wujiashan,30.617,114.1317,8600,10,50,5,2,2,1.9,19,,Road Vehicle Carriageway,08-11-22 18:02,Evening,0
10.42.0.151-125.56.239.180-54970-80-6,Wenhe,32.3952,119.4269,950,12,60,6,3,3,1.4,17,,Road,08-11-22 18:09,Mid Night,0
10.42.0.1-10.42.0.42-53-35590-17,Hehai,31.8292,119.9778,820,56,45,4,5,8,1.6,36,,Station,08-11-22 18:14,Mid Night,0
10.42.0.211-77.234.42.92-56436-443-6,Damatou,28.6175,112.3369,6580,23,65,5,5,10,1.8,95,,Platform,08-11-22 18:21,Evening,1
172.217.5.227-10.42.0.211-80-36589-6,Chengnan,23.2722,116.605,8250,58,25,2,4,5,1.7,15,,Lineside,08-11-22 18:24,Mid Night,1
172.217.3.110-10.42.0.151-443-56860-6,Binhe,40.1335,117.1085,7520,75,87,3,6,6,1.3,18,,Road,08-11-22 18:25,Mid Night,0
10.42.0.211-52.84.29.137-58290-443-6,Hanjiang,25.4705,119.1035,6890,30,56,5,8,8,1.2,19,,Other,08-11-22 18:32,Mid Night,0
10.42.0.42-104.192.110.245-53820-80-6,Heping,46.0863,122.0771,7840,52,45,5,5,9,1.6,17,,Footbridge,08-11-22 18:33,Mid Night,0
180.149.134.221-10.42.0.211-80-42646-6,Shaping,22.7702,112.9578,8650,82,78,4,2,2,1.9,12,,Platform,08-11-22 18:38,Evening,1
10.42.0.211-23.21.51.186-46810-443-6,Qinhong,32.0113,118.7966,8100,6,5,6,2,4,1.8,19,,Road,08-11-22 18:43,Mid Night,1
10.42.0.211-123.125.115.190-58143-80-6,Xuri,28.4351,117.9198,8630,8,6,8,5,5,1.5,19,,Bride,08-11-22 18:44,Mid Night,1
10.42.0.42-106.39.169.66-57113-80-6,Gulou,36.4441,115.9642,8954,9,89,5,3,8,1.8,16,,Escalator,08-11-22 18:47,Evening,1
10.42.0.211-10.42.0.1-28398-53-17,Shanhaiguan,40.0025,119.7489,6805,15,42,2,4,3,1.9,17,,Stairs,08-11-22 18:51,Mid Night,1
172.217.10.110-10.42.0.151-443-44715-6,Liminlu,31.3188,118.3629,7850,60,52,2,8,9,1.2,12,,Pedestrain,08-11-22 18:54,Morning,0
10.42.0.42-103.235.46.212-52714-443-6,Lugu,39.8967,116.2204,6258,80,65,5,9,2,1.9,16,,Station,08-11-22 18:54,Evening,1
183.79.248.252-10.42.0.42-443-53874-6,Xindu,33.3399,120.1459,780,45,85,3,10,3,1.4,14,,Road Vehicle Carriageway,08-11-22 18:56,Mid Night,0
172.217.10.66-10.42.0.211-443-34728-6,Ganhechen,33.5582,114.02,6985,68,32,4,3,2,1.6,18,,Road,08-11-22 19:04,Evening,0
203.130.53.126-10.42.0.211-80-36752-6,Mingren,45.5932,122.8188,9000,75,45,8,1,4,1.8,39,,Bride,08-11-22 19:07,Mid Night,0
172.217.6.234-10.42.0.211-443-40686-6,Hutang,31.7158,119.9446,9560,23,68,9,8,5,1.7,18,,Escalator,09-11-22 8:07,Evening,1
10.42.0.151-10.42.0.1-41298-53-17,Fengtai,39.8476,116.2723,8650,52,75,10,9,6,1.3,17,,Stairs,09-11-22 8:28,Mid Night,0
10.42.0.211-96.7.200.199-33032-443-6,Xinchenglu,31.3886,121.2631,3689,26,12,3,10,7,1.2,96,,Pedestrain,09-11-22 8:35,Mid Night,1
10.42.0.211-104.192.110.245-59658-443-6,Helie,31.5214,120.2896,8570,80,15,1,7,2,1.6,17,,Station,09-11-22 8:41,Evening,0
10.42.0.42-74.119.119.68-42931-443-6,Lubei,28.5863,121.37,9865,20,75,8,5,2,1.9,24,,Road Vehicle Carriageway,09-11-22 9:08,Mid Night,1
172.217.12.202-10.42.0.211-443-49278-6,Wenxing,28.6667,112.8833,7520,60,62,9,3,3,1.8,18,,Road,09-11-22 9:08,Mid Night,0
216.58.217.132-10.42.0.42-443-50402-6,Yuanzhou,27.7985,114.3761,6358,84,6,10,7,8,1.5,13,,Station,09-11-22 9:34,Evening,1
10.42.0.151-10.42.0.1-10976-53-17,Anning Xilu,36.1035,103.7193,1200,95,8,7,2,10,1.8,19,,Platform,09-11-22 9:48,Mid Night,1
10.42.0.151-10.42.0.1-60526-53-17,Heshan,28.5825,112.3503,3650,15,9,5,2,5,1.9,17,,Lineside,09-11-22 9:48,Mid Night,0
141.101.121.202-10.42.0.211-443-57416-6,Yanta,34.2064,108.9524,1456,68,8,3,6,6,1.2,13,,Road,09-11-22 9:55,Evening,1
157.240.18.36-10.42.0.151-443-49573-6,Xiangyang,37.5316,121.3939,1568,45,75,7,8,8,1.9,1,,Other,09-11-22 9:58,Mid Night,0
10.42.0.151-64.71.142.124-57470-443-6,Nankang,29.4465,116.0407,789,85,42,2,7,9,1.4,4,,Footbridge,09-11-22 10:02,Mid Night,0
10.42.0.211-14.29.93.254-42195-80-6,Xianshuigu,38.985,117.3828,4568,25,42,2,5,2,1.6,10,,Platform,09-11-22 10:05,Evening,1
172.217.10.14-10.42.0.211-443-58329-6,Beilun,29.9192,121.8378,7890,36,52,6,8,4,1.8,15,,Road,09-11-22 10:12,Mid Night,1
172.217.1.163-10.42.0.151-443-50052-6,Qindu,34.3419,108.7082,4500,85,85,8,2,5,1.7,13,,Bride,09-11-22 10:13,Morning,0
182.22.25.252-10.42.0.211-443-57314-6,Fangsong,31.0329,121.1894,6530,95,75,7,9,8,1.3,18,,Escalator,09-11-22 10:17,Evening,1
10.42.0.151-10.42.0.1-46791-53-17,Dongsheng,30.5738,103.9213,8520,42,25,5,10,3,1.2,22,,Stairs,09-11-22 10:19,Mid Night,0
140.205.62.20-10.42.0.42-80-41662-6,Fulilu,36.1017,103.6157,6890,20,8,8,8,9,1.6,28,,Pedestrain,09-11-22 10:33,Evening,1
10.42.0.211-54.197.255.61-39294-443-6,Dongcheng,29.152,107.1034,780,60,9,2,7,2,1.9,36,,Bride,09-11-22 10:41,Mid Night,0
202.77.129.150-10.42.0.211-80-45487-6,Huayang,31.9516,119.1628,980,80,16,9,5,3,1.8,25,,Escalator,09-11-22 10:43,Evening,1
174.35.73.135-10.42.0.211-80-42006-6,Qujiang,30.8421,106.9678,865,90,75,10,6,2,1.5,18,,Stairs,09-11-22 10:49,Mid Night,0
172.217.11.14-10.42.0.211-443-36976-6,Huaihelu,34.7164,113.6414,859,15,12,8,5,4,1.8,96,,Pedestrain,09-11-22 10:50,Mid Night,0
172.217.3.109-10.42.0.151-443-32904-6,Beijinglu,43.8344,87.5765,930,75,16,7,7,5,1.9,18,,Station,09-11-22 10:56,Evening,1
10.42.0.211-64.71.142.124-57311-443-6,Qiaonan,46.8036,130.358,1060,62,80,5,5,6,1.2,18,,Road Vehicle Carriageway,09-11-22 10:56,Mid Night,0
10.42.0.151-10.42.0.1-40820-53-17,Chengzhong,29.1064,119.6486,1583,43,45,6,2,7,1.9,18,,Road,09-11-22 10:58,Mid Night,0
157.56.52.23-10.42.0.42-40033-35850-6,Longshan,40.3202,116.6291,950,84,75,5,3,2,1.4,39,,Station,09-11-22 11:04,Evening,1
10.42.0.211-10.42.0.1-44797-53-17,Fengshan,26.4856,119.5492,980,15,56,7,5,2,1.6,14,,Platform,09-11-22 11:05,Mid Night,1
10.42.0.151-23.208.86.153-54116-80-6,Chengzhen,40.4797,115.2678,8500,19,10,5,7,3,1.8,19,,Lineside,09-11-22 11:08,Mid Night,0
172.217.10.14-10.42.0.211-443-55936-6,Nanlong,31.3533,106.0631,6870,75,20,2,5,8,1.7,17,,Road,09-11-22 11:10,Evening,1
151.101.21.140-10.42.0.211-443-33378-6,Jianguo,46.8177,130.3961,5600,80,25,3,6,10,1.3,19,,Other,09-11-22 11:14,Mid Night,0
10.42.0.211-10.42.0.1-43176-53-17,Lanjiang,29.2151,119.4612,8590,26,65,5,4,5,1.2,17,,Footbridge,09-11-22 11:21,Mid Night,1
192.229.173.173-10.42.0.211-80-60487-6,Dingcheng,29.0194,111.6798,8750,85,38,7,8,6,1.6,36,,Platform,09-11-22 11:24,Evening,1
10.42.0.211-10.42.0.1-33462-53-17,Changƒ??an,34.1511,108.945,2256,42,75,5,9,8,1.9,95,,Road,09-11-22 11:35,Mid Night,1
172.217.10.78-10.42.0.211-443-42483-6,Zhaobaoshan,29.9695,121.6875,3568,38,45,6,4,9,1.8,15,,Bride,09-11-22 11:36,Morning,0
10.42.0.211-10.42.0.1-35358-53-17,Beilin,34.2285,108.9157,4400,64,12,4,2,2,1.5,18,,Escalator,09-11-22 11:38,Evening,1
10.42.0.211-52.84.26.207-54634-443-6,Youyi,46.8048,130.3192,5580,82,10,8,5,4,1.8,19,,Stairs,09-11-22 11:45,Mid Night,0
10.42.0.211-31.13.80.36-37197-443-6,Jinjiazhuang,31.7201,118.4895,6980,65,28,9,6,5,1.9,17,,Pedestrain,09-11-22 11:45,Evening,1
10.42.0.211-106.39.162.36-54105-80-6,Changning,24.9557,115.6424,7850,75,75,4,4,8,1.2,12,,Bride,09-11-22 11:48,Mid Night,0
10.42.0.151-23.208.86.153-54122-80-6,Pingluo Chengguanzhen,38.9038,106.5413,6852,25,63,2,3,3,1.9,19,,Escalator,09-11-22 11:51,Evening,0
172.217.10.138-10.42.0.211-443-42242-6,Mazhang,21.2757,110.3221,5000,68,42,5,2,9,1.4,19,,Stairs,09-11-22 11:57,Mid Night,0
10.42.0.211-69.147.82.60-42762-443-6,Karakax,37.2722,79.7373,8957,42,85,6,3,2,1.6,16,,Pedestrain,09-11-22 12:02,Mid Night,1
10.42.0.151-10.42.0.1-42825-53-17,Mudan,35.2462,115.4334,5268,8,8,4,5,3,1.8,17,,Station,09-11-22 12:05,Evening,0
10.42.0.42-104.97.95.172-59457-80-6,Jiekou,23.5499,113.581,7850,12,6,3,4,2,1.7,12,,Road Vehicle Carriageway,09-11-22 12:05,Mid Night,1
10.42.0.151-106.11.129.143-58315-443-6,Xiangyang,44.588,129.5798,9860,12,74,2,9,4,1.3,16,,Road,09-11-22 12:09,Mid Night,0
172.217.12.194-10.42.0.211-443-44087-6,Xiyuzhuang,39.1663,117.1568,8562,5,80,3,8,5,1.2,14,,Station,09-11-22 12:13,Evening,1
180.149.136.194-10.42.0.42-80-33247-6,Jinghai,38.9337,116.927,896,10,42,5,7,6,1.6,18,,Platform,09-11-22 12:18,Mid Night,0
10.42.0.42-119.146.74.32-45358-443-6,Nanzheng Chengguanzhen,33.0045,106.9347,980,15,35,4,10,7,1.9,39,,Lineside,09-11-22 12:21,Mid Night,1
10.42.0.211-10.42.0.1-27001-53-17,Yili,43.9,81.35,6895,15,68,9,5,2,1.8,18,,Road,09-11-22 12:21,Evening,1
180.163.255.159-10.42.0.151-80-56101-6,Minƒ??an,29.4595,109.437,9850,68,45,8,6,2,1.5,17,,Other,09-11-22 12:23,Mid Night,0
209.10.120.26-10.42.0.211-80-39867-6,Zhongshanlu,29.3569,105.9043,1589,79,75,7,4,3,1.8,96,,Footbridge,09-11-22 12:25,Mid Night,1
10.42.0.42-111.202.114.35-39505-80-6,Xucheng,20.3292,110.1671,899,12,42,10,2,8,1.9,17,,Platform,09-11-22 12:27,Evening,0
10.42.0.211-66.198.24.240-49770-443-6,Ningnan,31.985,118.7815,852,60,52,5,3,10,1.2,24,,Road,09-11-22 12:33,Mid Night,0
10.42.0.211-10.42.0.1-55529-53-17,Longquan,30.5613,104.2689,965,80,36,6,5,5,1.9,18,,Bride,09-11-22 12:34,Mid Night,1
10.42.0.42-52.88.110.117-57650-443-6,Jijiang,29.2899,106.25,800,89,42,4,6,6,1.4,13,,Escalator,09-11-22 12:42,Evening,1
10.42.0.42-104.244.43.163-59116-443-6,Zhongzhan,35.2414,113.1603,750,78,20,2,8,8,1.6,19,,Stairs,09-11-22 12:46,Mid Night,0
10.42.0.211-104.192.110.245-58866-80-6,Jiancheng,30.391,104.5491,999,86,30,3,4,9,1.8,17,,Pedestrain,09-11-22 12:48,Mid Night,1
151.101.1.140-10.42.0.151-443-60709-6,Weixian,36.3565,114.9337,1200,90,78,5,5,2,1.7,13,,Station,09-11-22 12:50,Evening,0
10.42.0.211-10.42.0.1-2256-53-17,Gutao,37.2025,112.1781,1000,100,53,6,6,4,1.3,1,,Road Vehicle Carriageway,09-11-22 12:57,Mid Night,1
198.105.244.11-10.42.0.151-80-48876-6,Duji,33.9977,116.8284,900,86,68,8,8,5,1.2,4,,Road,09-11-22 13:04,Mid Night,0
10.42.0.211-64.71.142.124-39377-443-6,Xiayang,31.1497,121.1159,1600,55,42,4,9,8,1.6,10,,Station,09-11-22 13:05,Evening,1
172.217.6.206-10.42.0.151-443-56588-6,Baiguan,30.0325,120.86,2000,98,20,5,10,3,1.9,15,,Platform,09-11-22 13:10,Mid Night,0
10.42.0.151-104.244.42.129-58716-443-6,Longxing,35.613,111.2192,6500,78,35,6,4,9,1.8,13,,Lineside,09-11-22 13:13,Mid Night,0
172.217.6.206-10.42.0.151-443-50377-6,Haicheng,22.9753,115.3318,5200,65,85,8,2,2,1.5,18,,Road,09-11-22 13:18,Evening,0
10.42.0.211-23.194.140.226-60513-80-6,Xindu,30.8224,104.1574,824,78,78,9,10,3,1.8,22,,Other,09-11-22 13:25,Mid Night,0
239.255.255.250-10.42.0.1-1900-55042-17,Suixi,33.8907,116.7747,9999,45,57,10,5,2,1.9,28,,Footbridge,09-11-22 13:27,Mid Night,0
10.42.0.211-98.139.199.204-40848-443-6,Ningƒ??an,37.4975,105.6765,8560,68,12,4,8,4,1.2,36,,Platform,09-11-22 13:33,Evening,1
10.42.0.211-10.42.0.1-10388-53-17,Yanliang,34.6592,109.2292,7852,78,16,2,4,5,1.9,25,,Road,09-11-22 13:52,Mid Night,1
10.42.0.211-64.71.142.124-43032-443-6,Gucheng,28.8486,121.1161,1458,26,75,10,5,6,1.4,18,,Bride,09-11-22 14:22,Mid Night,0
10.42.0.211-64.71.142.120-53875-443-6,Baicheng,33.3864,114.0158,1500,89,42,5,8,7,1.6,96,,Escalator,09-11-22 14:33,Evening,0
180.149.138.210-10.42.0.211-80-38024-6,Nanwai,31.2047,107.5036,800,95,35,8,7,2,1.8,18,,Stairs,09-11-22 14:35,Mid Night,0
216.58.219.238-10.42.0.151-443-42103-6,Taiping,28.3688,121.3617,952,68,45,4,5,2,1.7,18,,Pedestrain,09-11-22 14:44,Morning,1
169.47.5.237-10.42.0.151-443-37483-6,Weitang,30.8502,120.9114,741,74,12,5,6,3,1.3,18,,Station,09-11-22 14:46,Evening,1
180.149.136.194-10.42.0.211-80-48595-6,Shunde,22.8009,113.2921,890,12,15,8,4,8,1.2,39,,Road Vehicle Carriageway,09-11-22 14:48,Mid Night,1
8.0.6.4-8.6.0.1-0-0-0,Aoyang,28.239,114.9208,900,56,16,7,5,10,1.6,14,,Road,09-11-22 14:52,Evening,1
157.56.52.45-10.42.0.151-40024-43477-17,Zhuyang,30.7367,107.2012,850,8,74,5,2,5,1.9,19,,Bride,09-11-22 14:58,Mid Night,1
219.142.78.162-10.42.0.42-80-47675-6,Qingyuan,28.1172,112.9985,9058,9,15,6,3,6,1.8,17,,Escalator,09-11-22 15:01,Evening,0
10.42.0.151-10.42.0.1-10012-53-17,Xinhu,37.4464,116.2973,4795,8,13,4,5,8,1.5,19,,Stairs,09-11-22 15:04,Mid Night,1
10.42.0.151-104.31.89.167-54403-80-6,Guitang,28.14,113.0425,1569,78,18,5,5,9,1.8,17,,Pedestrain,09-11-22 15:10,Mid Night,0
163.177.151.166-10.42.0.151-443-33493-6,Huohua,30.759,106.0594,1785,52,10,2,4,2,1.9,36,,Station,09-11-22 15:15,Evening,0
10.42.0.211-23.21.51.186-55924-443-6,Zhongshan Donglu,34.3796,107.1464,2658,50,16,3,6,4,1.2,95,,Road Vehicle Carriageway,09-11-22 15:22,Mid Night,0
172.217.10.10-10.42.0.151-443-60663-6,Liyang,29.6518,111.752,7845,60,80,5,8,5,1.9,15,,Road,09-11-22 15:26,Mid Night,1
172.217.12.195-10.42.0.151-443-50810-6,Furong Beilu,28.2371,112.9808,9854,80,50,5,5,8,1.4,18,,Station,09-11-22 15:27,Evening,0
10.42.0.42-58.63.236.212-36760-443-6,Yulong,33.3832,120.1306,4785,90,60,4,2,3,1.6,19,,Platform,09-11-22 15:34,Mid Night,1
172.217.10.46-10.42.0.151-443-46646-6,Nuƒ??erbage,37.1134,79.9103,5222,45,45,6,2,9,1.8,17,,Lineside,09-11-22 15:36,Mid Night,0
172.217.6.234-10.42.0.211-443-34307-6,Daishan,30.2459,122.199,4500,74,65,8,5,2,1.7,12,,Road,09-11-22 15:38,Evening,1
198.134.7.210-10.42.0.211-80-50157-6,Wenlin,29.9981,104.1399,6800,82,25,5,3,3,1.3,19,,Other,09-11-22 15:38,Mid Night,0
10.42.0.211-123.59.190.237-34956-80-6,Luyang,33.7356,112.9051,7900,68,87,2,4,2,1.2,19,,Footbridge,09-11-22 15:50,Mid Night,1
172.217.12.202-10.42.0.211-443-60048-6,Decheng,23.1426,111.7774,4200,13,56,2,8,4,1.6,16,,Platform,09-11-22 15:53,Evening,1
220.181.7.190-10.42.0.211-443-33811-6,Zhengdonglu,32.1928,119.4705,8652,18,45,5,9,5,1.9,17,,Road,09-11-22 15:57,Mid Night,0
10.42.0.151-10.42.0.1-13165-53-17,Suizhong,40.3292,120.3365,5800,85,78,3,10,6,1.8,12,,Bride,09-11-22 16:01,Morning,1
10.42.0.1-10.42.0.42-53-16964-17,Jiangyan,32.5061,120.1428,957,48,50,4,3,7,1.5,16,,Escalator,09-11-22 16:05,Evening,0
10.42.0.151-23.195.146.200-34277-443-6,Langchi,31.0795,106.5651,865,85,60,8,1,2,1.8,14,,Stairs,09-11-22 16:08,Mid Night,0
10.42.0.42-103.24.94.209-58341-25-6,Shengli,37.9843,106.1966,7856,68,45,9,8,2,1.9,18,,Pedestrain,09-11-22 16:15,Evening,1
192.35.249.120-10.42.0.42-443-35600-6,Jia Xian Chengguanzhen,33.9683,113.2081,856,78,65,10,9,3,1.2,39,,Bride,09-11-22 16:15,Mid Night,1
216.58.219.202-10.42.0.211-443-37544-6,Songling,31.1933,120.7176,1600,95,25,3,10,8,1.9,18,,Escalator,09-11-22 16:19,Evening,0
10.42.0.211-111.202.114.77-56148-443-6,Fendou,45.2123,130.9025,852,84,87,1,7,10,1.4,17,,Stairs,09-11-22 16:22,Mid Night,1
219.142.78.162-10.42.0.151-80-54602-6,Ganting,34.1024,108.6141,9568,12,56,8,5,5,1.6,96,,Pedestrain,09-11-22 16:26,Mid Night,0
10.42.0.1-10.42.0.42-53-11034-17,Fenghua,29.6563,121.4064,7852,56,45,9,3,6,1.8,17,,Station,09-11-22 16:27,Evening,1
10.42.0.151-63.250.200.63-41151-443-6,Yujin,29.2091,103.9456,7545,78,78,10,7,8,1.7,24,,Road Vehicle Carriageway,09-11-22 16:30,Mid Night,0
182.22.67.71-10.42.0.151-443-35729-6,Wuyuan,30.5154,120.9486,8562,10,5,7,2,9,1.3,18,,Road,09-11-22 16:36,Mid Night,1
10.42.0.211-10.42.0.1-51255-53-17,Yuecheng,28.1229,120.9607,7854,60,6,5,2,2,1.2,13,,Station,09-11-22 16:45,Evening,0
172.217.10.106-10.42.0.151-443-55160-6,Xiaodian,37.7364,112.5564,1250,86,89,3,6,4,1.6,19,,Platform,09-11-22 16:55,Mid Night,0
172.217.3.104-10.42.0.151-443-42567-6,Liulin,37.4533,110.9019,6005,35,42,7,8,5,1.9,17,,Lineside,09-11-22 17:30,Mid Night,1
172.217.6.234-10.42.0.42-443-60208-6,Shuidong,21.5134,111.0018,8952,85,52,2,7,8,1.8,13,,Road,09-11-22 18:03,Evening,0
180.149.136.194-10.42.0.151-80-54086-6,Jingning Chengguanzhen,35.5204,105.723,9500,95,65,2,5,3,1.5,1,,Other,09-11-22 18:19,Mid Night,0
172.217.12.161-10.42.0.211-443-52615-6,Huolu,38.0806,114.2961,7840,26,85,6,8,9,1.8,4,,Footbridge,09-11-22 18:25,Mid Night,1
172.217.3.110-10.42.0.151-443-57028-6,Jibenggang,29.6583,91.1276,2256,85,32,8,2,2,1.9,10,,Platform,09-11-22 18:31,Evening,1
203.130.53.126-10.42.0.211-80-38717-6,Longcheng,24.8983,102.7997,4859,32,45,7,9,3,1.2,15,,Road,09-11-22 18:36,Mid Night,0
10.42.0.42-72.21.206.53-56679-443-6,Fendou,46.6414,124.8628,8526,42,68,5,10,2,1.9,13,,Bride,09-11-22 18:40,Morning,0
10.42.0.42-121.12.98.85-59006-80-6,Jiulong,30.5362,106.4371,9562,30,75,8,8,4,1.4,18,,Escalator,09-11-22 18:45,Evening,0
10.42.0.211-23.21.51.186-51343-443-6,Wenhua,37.3911,121.5896,754,80,12,2,7,5,1.6,22,,Stairs,09-11-22 18:50,Mid Night,1
172.217.6.206-10.42.0.151-443-58327-6,Dongcheng,28.8938,120.0402,8652,45,15,9,5,6,1.8,28,,Stairs,09-11-22 18:54,Evening,1
10.42.0.42-47.93.77.222-59542-80-6,Xianfeng,44.575,129.6026,754,98,75,10,6,7,1.7,36,,Pedestrain,09-11-22 18:58,Mid Night,1
10.42.0.211-64.71.142.110-44363-443-6,Yichuan Chengguanzhen,34.4197,112.4192,8652,50,62,8,5,2,1.3,25,,Station,09-11-22 19:03,Evening,1
203.205.147.229-10.42.0.211-80-48646-6,Wujin,30.4113,103.813,5800,80,6,7,7,2,1.2,18,,Road Vehicle Carriageway,09-11-22 19:06,Mid Night,1
10.42.0.211-104.244.43.195-35080-443-6,Xincheng,33.5419,114.5983,957,75,8,5,5,3,1.6,96,,Road,10-11-22 8:49,Mid Night,0
203.130.53.126-10.42.0.151-80-60634-6,Yangming,44.5963,129.6208,865,68,9,6,2,8,1.9,18,,Station,10-11-22 9:02,Evening,1
10.42.0.151-52.84.136.83-38774-443-6,Cuntan,29.6025,106.5705,7856,45,8,5,3,10,1.8,18,,Platform,10-11-22 9:09,Mid Night,0
10.42.0.211-10.42.0.1-4227-53-17,Chongyang,33.2592,114.242,856,25,75,7,5,5,1.5,18,,Lineside,10-11-22 9:28,Mid Night,1
10.42.0.211-69.147.82.146-45640-443-6,Labu,24.2599,109.3341,1600,15,42,5,7,6,1.8,39,,Road,10-11-22 9:33,Evening,0
10.42.0.211-10.42.0.1-10224-53-17,Yunmeng Chengguanzhen,31.0625,113.7654,852,13,42,2,5,8,1.9,14,,Other,10-11-22 9:34,Mid Night,1
172.217.9.238-10.42.0.211-443-45835-6,Xiwai,31.2168,107.4752,800,65,52,3,6,9,1.2,19,,Footbridge,10-11-22 9:38,Mid Night,0
10.42.0.1-10.42.0.42-53-10436-17,Luoning Chengguanzhen,34.3878,111.6558,750,8,85,5,4,2,1.9,17,,Platform,10-11-22 9:57,Evening,1
192.229.173.173-10.42.0.211-80-55564-6,Suicheng,33.8963,117.9331,999,7,75,7,8,4,1.4,19,,Road,10-11-22 9:58,Mid Night,0
202.77.129.150-10.42.0.42-80-60135-6,Caidian,30.5833,114.0333,1200,5,25,5,9,5,1.6,17,,Bride,10-11-22 10:02,Mid Night,1
10.42.0.211-38.69.238.10-55071-80-6,Ningyang,35.7701,116.8056,1000,6,8,6,4,8,1.8,36,,Escalator,10-11-22 10:02,Evening,0
10.42.0.151-72.21.206.141-36650-443-6,Chaoge,35.605,114.1886,900,62,9,4,2,3,1.7,95,,Stairs,10-11-22 10:03,Mid Night,1
10.42.0.42-66.231.239.125-48398-443-6,Wuquan,33.4441,113.5709,1600,82,16,8,5,9,1.3,15,,Pedestrain,10-11-22 10:06,Mid Night,1
172.217.6.234-10.42.0.151-443-41260-6,Fengtai Chengguanzhen,32.7082,116.7296,2000,95,75,9,6,2,1.2,18,,Station,10-11-22 10:27,Evening,0
180.149.136.194-10.42.0.42-80-46051-6,Hongjunlu,45.3035,130.976,6500,12,12,4,4,3,1.6,19,,Road Vehicle Carriageway,10-11-22 10:32,Mid Night,1
192.229.173.136-10.42.0.42-443-58044-6,Tianpeng,30.9866,103.9393,5200,43,16,2,3,2,1.9,17,,Road,10-11-22 10:33,Mid Night,0
10.42.0.42-66.198.24.253-50008-80-6,Xinan,23.1545,112.8934,824,20,80,5,2,4,1.8,12,,Bride,10-11-22 10:37,Evening,0
10.42.0.211-74.6.105.13-36148-443-6,Lishu,45.0898,130.6914,9999,53,45,6,3,5,1.5,19,,Escalator,10-11-22 10:39,Mid Night,1
